Material Name,Density (tonne/mm³),Young's Modulus (MPa),Shear Modulus (MPa),Bulk Modulus (MPa),Poisson's Ratio,Yield Stress (MPa),Ultimate Stress (MPa),Elongation (%),CTE (1/C),Yield Offset (%)
STEEL WROUGHT STAINLESS 416 BAR ANEALED,7.6950E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.4132E+02,4.4816E+02,30.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 416 BAR TEMPER 1200F,7.6950E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,6.2053E+02,7.5842E+02,19.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 416 BAR TEMPER  600F,7.6950E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,9.6527E+02,1.2411E+03,13.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS 420 1 IN. BAR ANEALED,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.4474E+02,6.5500E+02,25.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 420 1 IN. BAR TEMPER 1400F,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.8263E+02,7.5842E+02,25.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 420 1 IN. BAR TEMPER  400F,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.4824E+03,1.7237E+03,8.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 422 BAR ANEALED,7.7781E-09,2.0546E+05,7.9637E+04,1.6307E+05,0.2900,5.1021E+02,6.6879E+02,26.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS 422 BAR TEMPER 1400F,7.7781E-09,2.0546E+05,7.9637E+04,1.6307E+05,0.2900,6.2053E+02,8.3427E+02,19.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS 422 BAR TEMPER 1200F,7.7781E-09,2.0546E+05,7.9637E+04,1.6307E+05,0.2900,8.6184E+02,1.0273E+03,18.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS 422 BAR TEMPER  800F,7.7781E-09,2.0546E+05,7.9637E+04,1.6307E+05,0.2900,1.1583E+03,1.6341E+03,15.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS 431 1 IN. BAR ANEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,6.5500E+02,8.2737E+02,25.000,1.1700E-11,0.2000
STEEL WROUGHT STAINLESS 431 1 IN. BAR TEMPER 1100F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.9290E+02,9.6527E+02,19.000,1.1700E-11,0.2000
STEEL WROUGHT STAINLESS 431 1 IN. BAR TEMPER  500F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.0273E+03,1.3652E+03,16.000,1.1700E-11,0.2000
STEEL WROUGHT STAINLESS 440A BAR ANEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.1369E+02,7.2395E+02,20.000,1.0080E-11,0.2000
STEEL WROUGHT STAINLESS 440A BAR TEMPER 600F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.6547E+03,1.7926E+03,5.000,1.0080E-11,0.2000
STEEL WROUGHT STAINLESS 440B BAR ANEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.2748E+02,7.3774E+02,18.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 440B BAR TEMPER 600F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.8616E+03,1.9305E+03,3.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 440C BAR ANEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.4816E+02,7.5842E+02,14.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 440C BAR TEMPER 600F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.8961E+03,1.9650E+03,2.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 440F BAR TEMPER 600F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.8961E+03,1.9650E+03,2.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 12 MOV SHEET ANNEALED,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,4.4816E+02,6.8948E+02,22.000,1.1880E-11,0.2000
STEEL WROUGHT STAINLESS 12 MOV TEMPER 900F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.3445E+03,1.7030E+03,10.500,1.2060E-11,0.2000
STEEL WROUGHT STAINLESS 12 MOV TEMPER 700F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.2962E+03,1.6272E+03,9.500,1.0440E-11,0.2000
STEEL WROUGHT STAINLESS GREEK ASCOLONY BAR TMPR 1000F,7.8611E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,9.4458E+02,1.1376E+03,17.000,1.0494E-11,0.2000
STEEL WROUGHT STAINLESS GREEK ASCOLONY BAR TMPR  500F,7.8611E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.2066E+03,1.4410E+03,18.000,1.0494E-11,0.2000
STEEL WROUGHT STAINLESS 17-14 CU-MO BAR 1350F WQ,7.9441E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.8269E+02,6.1363E+02,45.000,1.4760E-11,0.2000
STEEL WROUGHT STAINLESS HMN BAR ANNEALED,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.8611E+02,7.9979E+02,57.000,1.5300E-11,0.2000
STEEL WROUGHT STAINLESS HMN BAR AGE 1400F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.5842E+02,1.1721E+03,23.000,1.5300E-11,0.2000
STEEL WROUGHT STAINLESS HMN BAR AGE 1300F,7.7227E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,9.3079E+02,1.2411E+03,19.000,1.5300E-11,0.2000
STEEL WROUGHT STAINLESS 17-7PH SHEET ANNEALED,7.8057E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.7579E+02,8.9632E+02,35.000,1.4400E-11,0.2000
STEEL WROUGHT STAINLESS 17-7PH SHEET TH 1050,7.6397E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.2755E+03,1.3790E+03,9.000,1.0080E-11,0.2000
STEEL WROUGHT STAINLESS 17-7PH SHEET RH  950,7.6397E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.5168E+03,1.6203E+03,6.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS 17-7PH SHEET CH  900,7.6673E-09,2.0340E+05,7.8835E+04,1.6142E+05,0.2900,1.7926E+03,1.8271E+03,2.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS PH 15-7 MO SHEET ANNEALED,7.8057E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,3.7921E+02,8.9632E+02,35.000,1.4400E-11,0.2000
STEEL WROUGHT STAINLESS PH 15-7 MO SHEET TH 1050,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.3790E+03,1.4479E+03,7.000,1.0980E-11,0.2000
STEEL WROUGHT STAINLESS PH 15-7 MO SHEET RH  950,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.5513E+03,1.6547E+03,6.000,9.0000E-12,0.2000
STEEL WROUGHT STAINLESS PH 15-7 MO SHEET CH  900,7.6673E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.7926E+03,1.8271E+03,2.000,9.1800E-12,0.2000
STEEL WROUGHT STAINLESS PH 14-8 MO SHEET ANNEALED,7.8334E-09,1.9512E+05,7.5629E+04,1.5486E+05,0.2900,3.7921E+02,8.6184E+02,25.000,9.1800E-12,0.2000
STEEL WROUGHT STAINLESS PH 14-8 MO SHEET SRH 1050,7.8334E-09,1.9512E+05,7.5629E+04,1.5486E+05,0.2900,1.4134E+03,1.4824E+03,5.000,9.1800E-12,0.2000
STEEL WROUGHT STAINLESS PH 14-8 MO SHEET SRH  950,7.6950E-09,1.9512E+05,7.5629E+04,1.5486E+05,0.2900,1.5168E+03,1.6203E+03,5.000,9.5400E-12,0.2000
STEEL WROUGHT STAINLESS PH 14-8 MO SHEET CH 950,7.6950E-09,1.9512E+05,7.5629E+04,1.5486E+05,0.2900,1.9926E+03,2.0546E+03,1.500,9.5400E-12,0.2000
STEEL WROUGHT STAINLESS AM 350 SHEET ANNEALED,7.9165E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,4.2058E+02,1.1101E+03,38.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS AM 350 SHEET DA  850F,7.9165E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,1.0618E+03,1.2342E+03,12.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS AM 350 SHEET SCT 850F,7.8057E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,1.2066E+03,1.4203E+03,12.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS AM 350 SHEET CRT,7.8057E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,1.2066E+03,1.4134E+03,19.000,1.7280E-11,0.2000
STEEL WROUGHT STAINLESS AM 355 SHEET ANNEALED,7.9165E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,3.9300E+02,1.1032E+03,26.000,1.7100E-11,0.2000
STEEL WROUGHT STAINLESS AM 355 SHEET DA  850F,7.9165E-09,2.0271E+05,7.8568E+04,1.6088E+05,0.2900,1.1032E+03,1.3100E+03,12.000,1.7100E-11,0.2000
STEEL WROUGHT STAINLESS AM 355 SHEET SCT 850F,7.7781E-09,2.0202E+05,7.8301E+04,1.6033E+05,0.2900,1.2548E+03,1.4893E+03,19.000,1.7100E-11,0.2000
STEEL WROUGHT STAINLESS AM 355 SHEET CRT 25%,7.8611E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.4479E+03,1.5858E+03,12.000,1.7100E-11,0.2000
STEEL WROUGHT STAINLESS 17-4PH BAR ANNEALED,7.7504E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,7.5842E+02,1.0342E+03,10.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS 17-4PH BAR H 1150,7.8611E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,8.6184E+02,9.9974E+02,19.000,1.1880E-11,0.2000
STEEL WROUGHT STAINLESS 17-4PH BAR H 1075,7.8334E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.0342E+03,1.1376E+03,16.000,1.1340E-11,0.2000
STEEL WROUGHT STAINLESS 17-4PH BAR H 1025,7.8334E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.1376E+03,1.1721E+03,15.000,1.1340E-11,0.2000
STEEL WROUGHT STAINLESS 17-4PH BAR H  900,7.8334E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.2755E+03,1.3790E+03,14.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS 15-5PH BAR H 1150,7.7504E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,8.6184E+02,9.9974E+02,19.000,1.1880E-11,0.2000
STEEL WROUGHT STAINLESS 15-5PH BAR H 1075,7.8611E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.0342E+03,1.1376E+03,16.000,1.1340E-11,0.2000
STEEL WROUGHT STAINLESS 15-5PH BAR H 1025,7.8334E-09,2.1029E+05,8.1508E+04,1.6690E+05,0.2900,1.1376E+03,1.1721E+03,15.000,1.1340E-11,0.2000
STEEL WROUGHT STAINLESS 15-5PH BAR H  900,7.8334E-09,1.9650E+05,7.6163E+04,1.5595E+05,0.2900,1.2755E+03,1.3790E+03,14.000,1.1520E-11,0.2000
STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1100,7.8057E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,1.0342E+03,1.1721E+03,16.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1050,7.7227E-09,2.1236E+05,8.2310E+04,1.6854E+05,0.2900,1.2411E+03,1.3100E+03,15.000,1.0800E-11,0.2000
STEEL WROUGHT STAINLESS PH 13-8 MO BAR H 1000,7.7227E-09,2.2063E+05,8.5516E+04,1.7510E+05,0.2900,1.4134E+03,1.4824E+03,13.000,1.1880E-11,0.2000
STEEL WROUGHT STAINLESS PH 13-8 MO BAR H  950,7.7227E-09,1.9719E+05,7.6430E+04,1.5650E+05,0.2900,1.4134E+03,1.5513E+03,12.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS W SHEET ANEALED,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,6.5500E+02,9.3079E+02,11.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS W SHEET AGE 1050F,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.1721E+03,1.3100E+03,11.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS W SHEET AGE  950F,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.3445E+03,1.4479E+03,11.000,9.9000E-12,0.2000
STEEL WROUGHT STAINLESS AM 363 STRIP ANNEALED,7.7504E-09,1.9236E+05,7.4560E+04,1.5267E+05,0.2900,7.3774E+02,8.4806E+02,12.200,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR ANNEALED,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,8.1358E+02,9.7216E+02,13.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE 1150F,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,6.2053E+02,9.7216E+02,24.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE 1000F,7.7504E-09,1.9305E+05,7.4827E+04,1.5322E+05,0.2900,1.1652E+03,1.1859E+03,18.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 450 1 IN BAR AGE  900F,7.7504E-09,2.0340E+05,7.8835E+04,1.6142E+05,0.2900,1.2893E+03,1.3514E+03,15.000,1.0260E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,7.9290E+02,9.9974E+02,14.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE 1000F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.3445E+03,1.4134E+03,14.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE  950F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.5168E+03,1.5858E+03,12.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS CUSTOM 455 1 IN BAR AGE  900F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.6203E+03,1.6892E+03,10.000,1.0620E-11,0.2000
STEEL WROUGHT STAINLESS 501 BAR ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.0684E+02,5.1711E+02,28.000,1.3140E-11,0.2000
STEEL WROUGHT STAINLESS 501 BAR TEMPER 1200F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,6.7569E+02,7.7911E+02,22.000,1.3140E-11,0.2000
STEEL WROUGHT STAINLESS 501 BAR TEMPER  500F,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.1928E+03,1.3652E+03,14.000,1.3140E-11,0.2000
STEEL WROUGHT STAINLESS 502 BAR ANNEALED,7.7504E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.7237E+02,4.4816E+02,30.000,1.3140E-11,0.2000
STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 0-0.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.1170E+03,1.2411E+03,12.000,1.1700E-11,0.2000
STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 0.625-1.25 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.0549E+03,1.1721E+03,12.000,1.1700E-11,0.2000
STEEL ALLENOY ALLEN SOCKET HEAD CAP SCREWS 1.375 IN & LARGER,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.0549E+03,1.1721E+03,8.000,1.1700E-11,0.2000
STEEL CARBON AISI 1006 PLATE BAR SHEET STRIP TO 16 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.6547E+02,2.9647E+02,30.000,1.1340E-11,0.2000
STEEL CARBON AISI 1008 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.6892E+02,3.0337E+02,30.000,1.1340E-11,0.2000
STEEL CARBON AISI 1010 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.7926E+02,3.2405E+02,28.000,1.1340E-11,0.2000
STEEL CARBON AISI 1012 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.8271E+02,3.3095E+02,28.000,1.1340E-11,0.2000
STEEL CARBON AISI 1015 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.8961E+02,3.4474E+02,28.000,1.1340E-11,0.2000
STEEL CARBON AISI 1017 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.9995E+02,3.6542E+02,26.000,1.1340E-11,0.2000
STEEL CARBON AISI 1020 PLATE BAR SHEET STRIP TO 18 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.0684E+02,3.7921E+02,25.000,1.1340E-11,0.2000
STEEL CARBON AISI 1020 ANNEALED,7.8611E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,4.1369E+02,35.000,1.1700E-11,0.2000
STEEL CARBON AISI 1020 HARDENED,7.8611E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,5.5158E+02,7.1705E+02,6.000,1.1700E-11,0.2000
STEEL CARBON AISI 1020 HOT ROLLED,7.8611E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.7574E+02,31.000,1.1700E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=80F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.4821E+02,4.4126E+02,37.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=300F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.0684E+02,4.4126E+02,25.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=500F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.9305E+02,4.4126E+02,28.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=700F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.7237E+02,3.9300E+02,35.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=900F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.5168E+02,3.0337E+02,42.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=1100F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,1.1032E+02,1.7237E+02,50.000,1.1340E-11,0.2000
STEEL CARBON A36  ANNEALED TEMP=1300F,7.8334E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,5.5158E+01,6.2053E+01,71.000,1.1340E-11,0.2000
STEEL CARBON A36  NORM.@1650 TEMP=80F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.9642E+02,31.000,1.1340E-11,0.2000
STEEL CARBON A36  NORM.@1650 TEMP=300F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.6200E+02,5.5158E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A36  NORM.@1650 TEMP=500F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.3442E+02,5.5158E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A36  NORM.@1650 TEMP=700F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.0684E+02,4.8263E+02,32.000,1.1340E-11,0.2000
STEEL CARBON A36  NORM.@1650 TEMP=900F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.7237E+02,3.7232E+02,38.000,1.1340E-11,0.2000
STEEL CARBON A36  PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4821E+02,4.7574E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=R.T.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.4816E+02,5.7916E+02,28.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=200F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.2748E+02,5.4469E+02,26.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=400F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.3090E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=600F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.3090E+02,27.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=800F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.3095E+02,4.4126E+02,28.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=1000F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,2.9647E+02,36.000,1.1340E-11,0.2000
STEEL CARBON A242       ? ?      TEMP=1200F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.4479E+02,1.5858E+02,52.000,1.1340E-11,0.2000
STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-1 WEATHERING STEEL PLATE BAR 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-1 BETHLEHEM MAYARI R PLATE BAR 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-1 INLAND COR-TEN A PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-1 INLAND COR-TEN HIGH TEMP PLATE BAR .5 IN,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A242-1 INTERLAKE COR-TEN A PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-1 OREGON PLATE TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-1 OREGON PLATE .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-1 OREGON PLATE 1.5-3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-1 SHARON COR-TEN A PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-1 USS COR-TEN A PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-1 USS COR-TEN HIGH TEMP PLATE BAR .5IN MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A242-1 W-P PITT-TEN #1 SHEET PLATE .245 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 WEATHERING STEEL PLATE BAR 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR .75-1.5 IN,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 ARMCO HIGH STRENGTH PLATE BAR 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 INLAND COR-TEN B PLATE BAR .5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
