Material Name,Density (tonne/mm³),Young's Modulus (MPa),Shear Modulus (MPa),Bulk Modulus (MPa),Poisson's Ratio,Yield Stress (MPa),Ultimate Stress (MPa),Elongation (%),CTE (1/C),Yield Offset (%)
ALUMINUM WROUGHT 5083 O,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.4479E+02,2.8958E+02,22.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5083 H321 OR H116,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.2753E+02,3.1716E+02,16.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5086 0,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.1721E+02,2.6200E+02,22.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5086 H32 OR H116,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.0684E+02,2.8958E+02,12.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5154 O,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.1721E+02,2.4132E+02,27.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5154 H34,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.2753E+02,2.8958E+02,13.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5154 H38,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.6890E+02,3.3095E+02,10.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5252 H25,2.6573E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.7237E+02,2.3442E+02,11.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5454 O,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.1721E+02,2.4821E+02,22.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 5454 H32,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.0684E+02,2.7579E+02,10.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 5454 H34,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.4132E+02,3.0337E+02,10.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 5456 O,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.5858E+02,3.1026E+02,24.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5456 H24,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.8269E+02,3.7232E+02,13.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5456 H34,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.5511E+02,3.5163E+02,16.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 5657 H25,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.3790E+02,1.5858E+02,12.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5657 H38 OR H28,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.6547E+02,1.9305E+02,7.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 6061 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,5.5158E+01,1.2411E+02,30.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 6061 T451,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.4479E+02,2.4132E+02,25.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 6061 T651,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.7579E+02,3.1026E+02,17.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 6063 O,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,4.8263E+01,8.9632E+01,25.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 6063 T4,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.9632E+01,1.7237E+02,22.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 6063 T6,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.1374E+02,2.4132E+02,12.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 6066 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.2737E+01,1.5168E+02,18.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 6066 T4,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.0684E+02,3.5853E+02,18.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 6066 T6,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,3.5853E+02,3.9300E+02,12.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 6101 T6,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9305E+02,2.2063E+02,15.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 7001 O,2.8510E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.5168E+02,2.5511E+02,14.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 7001 T6,2.8510E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,6.2742E+02,6.7569E+02,9.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 7075 O,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.0342E+02,2.2753E+02,17.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 7075 T6 OR T651,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,5.0332E+02,5.7226E+02,11.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 7075 T73,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,4.3437E+02,4.9642E+02,11.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 7178 O,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,1.0342E+02,2.2753E+02,16.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 7178 T6 OR T651,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.3779E+02,6.0674E+02,11.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 7178 T76 OR T7651,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.0332E+02,5.7226E+02,11.000,2.3400E-11,0.2000
ACRYLIC LUCITE,1.1902E-09,2.9647E+03,1.0588E+03,4.9412E+03,0.4000,4.1369E+01,7.2395E+01,6.000,6.4800E-11,0.2000
BERYLLIUM S-65,1.8546E-09,2.8958E+05,1.4071E+05,1.0247E+05,0.0290,2.0684E+02,2.8958E+02,3.000,1.5840E-11,0.2000
BERYLLIUM S-200F,1.8546E-09,2.8958E+05,1.4071E+05,1.0247E+05,0.0290,2.4132E+02,3.2405E+02,2.000,1.5840E-11,0.2000
BERYLLIUM 1319,1.8546E-09,2.8958E+05,1.4071E+05,1.0247E+05,0.0290,2.4132E+02,3.4474E+02,3.000,1.5840E-11,0.2000
BERYLLIUM 1162,1.8546E-09,2.8958E+05,1.4071E+05,1.0247E+05,0.0290,1.7237E+02,2.6200E+02,1.000,1.5840E-11,0.2000
BERYLLIUM QMV,1.8546E-09,2.8958E+05,1.4071E+05,1.0247E+05,0.0290,2.0684E+02,3.4474E+02,5.000,1.5840E-11,0.2000
BERYLLIUM-COPPER 10 DEAD SOFT,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,1.3790E+02,2.4132E+02,20.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 PLANISHED,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,1.7237E+02,2.4132E+02,20.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 H TEMPER,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,3.7921E+02,4.8263E+02,3.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 AT TEMPER,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,5.5158E+02,6.8948E+02,10.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 HT TEMPER,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,6.8948E+02,7.5842E+02,8.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 HTR TEMPER,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,7.5842E+02,8.2737E+02,1.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 10 HTC TEMPER,8.8299E-09,1.3790E+05,5.2632E+04,1.2096E+05,0.3100,3.4474E+02,5.1711E+02,8.000,1.7640E-11,0.2000
BERYLLIUM-COPPER 25 DEAD SOFT,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,1.9305E+02,4.1369E+02,35.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 PLANISHED,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,2.0684E+02,4.1369E+02,35.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 1/4 H TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,4.1369E+02,5.1711E+02,10.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 1/2 H TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,5.1711E+02,5.8605E+02,5.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 H TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,6.2053E+02,6.8948E+02,2.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 AT TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,9.6527E+02,1.1376E+03,4.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 1/4 HT TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,1.0342E+03,1.2066E+03,3.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 1/2 HT TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,1.1032E+03,1.2755E+03,2.000,1.7460E-11,0.2000
BERYLLIUM-COPPER 25 HT TEMPER,8.3593E-09,1.3100E+05,5.0000E+04,1.1491E+05,0.3100,1.1376E+03,1.3100E+03,2.000,1.7460E-11,0.2000
BRASS CARTRIDGE CU.7 ZN.3 1/2 HARD,8.5254E-09,1.1032E+05,4.1472E+04,1.0815E+05,0.3300,3.5853E+02,4.2748E+02,23.000,1.9980E-11,0.5000
BRASS CARTRIDGE CU.7 ZN.3 1/4 HARD,8.5254E-09,1.1032E+05,4.1472E+04,1.0815E+05,0.3300,2.7579E+02,3.7232E+02,43.000,1.9980E-11,0.5000
BRASS CARTRIDGE CU.7 ZN.3 ANNEALED,8.5254E-09,1.1032E+05,4.1472E+04,1.0815E+05,0.3300,1.3100E+02,3.5163E+02,55.000,1.9980E-11,0.5000
BRONZE COMMERCIAL CU.9 ZN.1 1/2 HARD,8.8022E-09,1.1721E+05,4.4064E+04,1.1491E+05,0.3300,3.1026E+02,3.5853E+02,15.000,1.8360E-11,0.5000
BRONZE COMMERCIAL CU.9 ZN.1 ANNEALED,8.8022E-09,1.1721E+05,4.4064E+04,1.1491E+05,0.3300,8.2737E+01,2.6200E+02,50.000,1.8360E-11,0.5000
COPPER COLD ROLLED,8.9129E-09,1.1721E+05,4.4064E+04,1.1491E+05,0.3300,3.1026E+02,3.4474E+02,6.000,1.7640E-11,0.5000
COPPER HOT ROLLED,8.9406E-09,1.1721E+05,4.4064E+04,1.1491E+05,0.3300,6.8948E+01,2.3442E+02,45.000,1.7640E-11,0.5000
COPPER OXYGEN FREE (99.92) ANNEALED,8.8852E-09,1.1721E+05,4.4064E+04,1.1491E+05,0.3300,6.8948E+01,2.2063E+02,45.000,1.7640E-11,0.5000
GOLD PURE (99.9) ANNEALED,1.9321E-08,8.2737E+04,2.9133E+04,1.7237E+05,0.4200,6.8948E+00,1.1721E+02,45.000,1.4040E-11,0.2000
GOLD PURE (99.9) COLD ROLLED,1.9321E-08,8.2737E+04,2.9133E+04,1.7237E+05,0.4200,2.0684E+02,2.2063E+02,4.000,1.4040E-11,0.2000
INCONEL X ANNEALED,8.3040E-09,2.1374E+05,8.0352E+04,2.0955E+05,0.3300,3.4474E+02,7.9290E+02,50.000,1.3680E-11,0.2000
INCONEL X HOT ROLLED,8.3040E-09,2.1374E+05,8.0352E+04,2.0955E+05,0.3300,8.2737E+02,1.2411E+03,25.000,1.3680E-11,0.2000
IRON GRAY CAST,7.1968E-09,8.9632E+04,3.4474E+04,7.4693E+04,0.3000,2.2063E+02,2.2132E+02,0.500,1.0800E-11,0.2000
IRON INGOT (99.9+) ANNEALED,7.8611E-09,2.0753E+05,8.0439E+04,1.6471E+05,0.2900,1.3100E+02,2.6200E+02,45.000,1.1700E-11,0.2000
IRON INGOT (99.9+) HOT ROLLED,7.8611E-09,2.0753E+05,8.0439E+04,1.6471E+05,0.2900,1.3100E+02,2.6200E+02,45.000,1.1700E-11,0.2000
IRON WROUGHT HAT ROLLED,7.6950E-09,1.9995E+05,7.7499E+04,1.5869E+05,0.2900,2.0684E+02,3.3095E+02,30.000,1.2060E-11,0.2000
LEAD PURE,1.1349E-08,1.3790E+04,4.8555E+03,2.8728E+04,0.4200,1.3100E+01,1.7237E+01,50.000,2.9520E-11,0.2000
MAGNESIUM AZ31B-H24,1.7715E-09,4.4816E+04,1.6598E+04,4.9795E+04,0.3500,1.5168E+02,2.5511E+02,21.000,2.6100E-11,0.2000
MAGNESIUM HK31B-H24,1.7992E-09,4.4126E+04,1.6343E+04,4.9029E+04,0.3500,1.9995E+02,2.5511E+02,8.000,2.5200E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.016/0.249,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.2063E+02,2.8958E+02,15.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.250/0.374,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9995E+02,2.7579E+02,17.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.375/0.500,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.8616E+02,2.6890E+02,19.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 0.501/1.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.6547E+02,2.6200E+02,17.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 1.001/2.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5858E+02,2.5511E+02,14.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H24 SHEET 2.001/3.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.4479E+02,2.5511E+02,16.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.250/0.374,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.7579E+02,16.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.375/0.438,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.7579E+02,13.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.439/0.500,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.7579E+02,13.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.501/0.750,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.7579E+02,10.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 0.751/1.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7926E+02,2.6890E+02,10.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 1.001/1.500,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7237E+02,2.6200E+02,10.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN H26 SHEET 1.501/2.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.6547E+02,2.6200E+02,10.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.016/0.060,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.5511E+02,21.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.061/0.249,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5858E+02,2.5511E+02,21.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.250/0.500,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.4821E+02,21.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 0.501/2.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.4821E+02,17.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3-AL 1-ZN O   SHEET 2.001/3.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.4479E+02,2.4821E+02,17.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.016/0.125,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.6200E+02,9.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.126/0.250,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.5511E+02,9.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 0.251/1.000,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.1374E+02,2.6890E+02,14.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR H24 SHEET 1.001/3.000,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9995E+02,2.5511E+02,10.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.016/0.250,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.3790E+02,2.2753E+02,23.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.251/0.500,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.3100E+02,2.2753E+02,20.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 0.501/1.000,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.2411E+02,2.2753E+02,17.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HK31A 3.2-TH 0.7-ZR O   SHEET 1.001/3.000,1.7909E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.1721E+02,2.2063E+02,17.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.016/0.250,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.4821E+02,11.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.251/0.500,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.5511E+02,11.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 0.501/1.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.4132E+02,12.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 1.001/2.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7237E+02,2.3442E+02,11.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T8  SHEET 2.001/3.000,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7926E+02,2.3442E+02,10.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN T81 SHEET 0.125/0.312,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,2.5511E+02,6.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  EXTRUSION,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.6200E+02,14.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  EXTRUSION,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.2753E+02,3.1026E+02,16.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-F  EXTRUSION,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.4821E+02,3.3784E+02,11.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T5 EXTRUSION,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.7579E+02,3.7921E+02,7.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT HM31A 3.25-TH 1.2-MN TEMPER-T5 EXTRUSION,1.8075E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.6890E+02,3.0337E+02,10.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-F  EXTRUSION,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.7579E+02,3.3784E+02,14.000,2.7000E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 EXTRUSION,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,3.0337E+02,3.6542E+02,14.000,2.7000E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  TUBING,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.6547E+02,2.4821E+02,16.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  TUBING,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.6547E+02,2.8269E+02,14.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-F  TUBING,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.3442E+02,3.1716E+02,12.000,2.7000E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 TUBING,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.7579E+02,3.4474E+02,11.000,2.7000E-11,0.2000
MAGNESIUM WROUGHT AZ31B 3.0-AL 1.0-ZN TEMPER-F  FORGING,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.9305E+02,2.6200E+02,9.000,2.6640E-11,0.2000
MAGNESIUM WROUGHT AZ61A 6.5-AL 1.0-ZN TEMPER-F  FORGING,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.7926E+02,2.9647E+02,12.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-F  FORGING,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.1374E+02,3.1716E+02,8.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T5 FORGING,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.3442E+02,3.4474E+02,6.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT AZ80A 8.5-AL 0.5-ZN TEMPER-T6 FORGING,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.4821E+02,3.4474E+02,5.000,2.7180E-11,0.2000
MAGNESIUM WROUGHT HM21A 2.0-TH 0.8-MN TEMPER-T5 FORGING,1.7798E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.3442E+02,9.000,2.6820E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T5 FORGING,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.0684E+02,3.0337E+02,16.000,2.7000E-11,0.2000
MAGNESIUM WROUGHT ZK60A 5.5ZNH 0.45-ZR TEMPER-T6 FORGING,1.8296E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,2.6890E+02,3.2405E+02,11.000,2.7000E-11,0.2000
MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-F,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,8.2737E+01,1.5168E+02,2.000,,0.2000
MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T4,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,8.9632E+01,2.7579E+02,10.000,,0.2000
MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T6,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.1032E+02,2.7579E+02,4.000,,0.2000
MAGNESIUM CAST AM100A 10.0-AL 0.3-ZN TEMPER-T61,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.5168E+02,2.7579E+02,2.000,,0.2000
MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-F,1.8352E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,9.6527E+01,1.9995E+02,6.000,,0.2000
MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T4,1.8352E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,9.6527E+01,2.7579E+02,12.000,,0.2000
MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T5,1.8352E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.0342E+02,1.9995E+02,4.000,,0.2000
MAGNESIUM CAST AZ63A  60.0-AL 3.0-ZN TEMPER-T6,1.8352E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,1.3100E+02,2.7579E+02,5.000,,0.2000
MAGNESIUM CAST AZ81A   7.5-AL 0.7-ZN TEMPER-T4,1.7992E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,8.2737E+01,2.7579E+02,15.000,,0.2000
MAGNESIUM CAST AZ91A   8.7-AL 0.7-ZN TEMPER-F,1.8103E-09,4.4816E+04,1.6848E+04,4.3937E+04,0.3300,9.6527E+01,1.6547E+02,2.500,,0.2000
